timestamp,source,query,place_name,placeId,url,decision,reason
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Great Many Buckhead,ChIJ9YpaWjMF9YgRndBqu5pC_6E,https://greatmany.com/,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Flawless Skin Boutique Med Spa - Fillers - Skin Tightening,ChIJ9z7PTFcF9YgRd1xM2y7PxY8,https://flawless-skin-boutique.com/,INCLUDED,bucket=A score=9
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,SkynBar,ChIJOx9qzmAP9YgRbdG7imrm7FQ,https://skynbaratlanta.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing&utm_content=atlanta,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Skin Pharm,ChIJcRhgPWEF9YgR_St2rnaTxAY,https://skinpharm.com/,INCLUDED,bucket=A score=9
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Hebe Aesthetics and Vitality,ChIJfRbP3xR19YgR1B5KMcNcbsY,https://hebeaestheticsandvitality.com/,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Artisan Beauté - Buckhead,ChIJ9zQ0EzsF9YgRnOHGmMkcnQE,https://artisanplasticsurgery.com/,INCLUDED,bucket=A score=9
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,VivaMD Clinic,ChIJAYZS5lwT9YgRFrZjXrHOIPc,https://www.vivamd.org/,INCLUDED,bucket=A score=10
2026-04-29T06:15:27Z,apify_compass,medspa Scottsdale,National Hair Loss Medical Aesthetics,ChIJQQD1Jz91K4cR46STHfIzmf8,https://nhlma.com/,INCLUDED,bucket=A score=9
2026-04-29T06:15:27Z,apify_compass,medspa Scottsdale,Estetica Cosmetic Surgery,ChIJAQBwUUZ1K4cR365Y0cvriRM,http://anewbeautifulyou.com/about/contact-us/,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,"Christine M. Law, MD",ChIJN7qUv1kF9YgRErZ-FWXwkh4,https://peachtreedermatology.com/about/dr-law/,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Icebox Cryotherapy Buckhead,ChIJt72fM28P9YgR5xqW5oQ8YGc,https://iceboxtherapy.com/buckhead-ga/,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,FIT9 Wellness,ChIJ4Z4-Z4kF9YgRcSKu_n1QBTI,http://www.fit9atl.com/,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,skintherapy,ChIJcYnCI4kF9YgRviAWK8NuH_g,https://skintherapybuckhead.com/,INCLUDED,bucket=B score=6
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Vida-Flo Buckhead,ChIJ_8_0BaYF9YgRhyOCEjsNlY4,http://govidaflo.com/buckhead,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Conqr Aesthetics & Wellness,ChIJE-_mnpQF9YgRIh2kcjgsbOI,https://www.conqraesthetics.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,OBNoxious Beauty MedSpa,ChIJMybaVYwF9YgR0ePCO3DvUKg,https://obnoxiousbeauty.zoca.com/?utm_source=googlemaps&utm_medium=googlemaps&utm_campaign=googlemaps,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Majestic Medical Touch Spa,ChIJ6VH3RpJ09YgR63cVnxCgS7Y,https://majestictouchspa.com/buckhead-couples-massage/,INCLUDED,bucket=A score=9
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Spa Sydell Integrative Aesthetics,ChIJZ9Gr54oF9YgRnMF4tMx5ufQ,https://spasydell.com/,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,The K Spa,ChIJm5O94DQJ9YgRJ_BUWlwd3gs,https://www.thekspa.com/,INCLUDED,bucket=B score=6
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Heyday Skincare Buckhead,ChIJiZMVq0gF9YgRxfjuw8oxt4Q,https://www.heydayskincare.com/,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Abraza Skin Studio,ChIJX5HOmOgF9YgR4iAiYTOchIg,http://www.abrazaskinstudio.com/,INCLUDED,bucket=A score=10
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,OVME,ChIJpaSPuYwF9YgRNdwMAf8gaag,https://ovme.com/pages/buckhead-atlanta-ga,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Atlanta MediSpa & Surgery Center - Buckhead,ChIJO46TZPYF9YgR8lJo6TUU9aM,https://www.atlantamedispa.com/,INCLUDED,bucket=A score=9
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Slim Studio FACE & BODY,ChIJQyIJhxkP9YgRH_SxnMgaEgo,https://slimstudioatlanta.com/,INCLUDED,bucket=A score=9
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Blue Divine Aesthetics,ChIJE_EaM48F9YgR1arRiFD0tiE,https://www.bluedivine.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Dynamic 3 Med Spa,ChIJD4HALDIF9YgRMXNEZms1ckw,https://skincareclinicatlanta.com/,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Facial Aesthetics,ChIJwfiqahAF9YgRUTEE6BRyQJg,https://www.facialaestheticsbuckhead.com/,INCLUDED,bucket=B score=7
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Health and Beauty Boutique,ChIJzbg9UmQP9YgRrLok0I18NTc,http://healthandbeautyboutique.com/,INCLUDED,bucket=B score=6
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Derm Clinic M.D.,ChIJo1r7sWgP9YgRpuWEQKTQ3fw,https://www.dermclinicmd.com/,INCLUDED,bucket=A score=9
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,dermani MEDSPA® Buckhead,ChIJO2nwaPUF9YgRc3EfkcahrqA,https://dermanimedspa.com/buckhead-atlanta-ga/,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Bella Medspa,ChIJn1WpWxQP9YgRjl26U3CwDqI,https://bellamedspaatl.com/,INCLUDED,bucket=B score=7
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Regen RX Therapy Medical Clinic,ChIJ___zRPMF9YgRor9ZZ6ahTRQ,https://regenrxtherapy.com/,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,SLM Medspa,ChIJ6-uzHRAF9YgRJYqIHQ1MCB8,https://www.slmmedspa.com/,INCLUDED,bucket=A score=9
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Restore Wellness and MedSpa,ChIJL2SlensH9YgR06WFJpFVK38,http://www.restorewellnessmd.com/,INCLUDED,bucket=A score=10
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Ecobel Med Spa,ChIJsxT5sWgP9YgRA-I95wHd5GI,http://www.ecobelmedspa.com/,INCLUDED,bucket=A score=9
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,BLUE Med Center & Spa,ChIJHZx-I0IE9YgRni9jd9SWfcg,https://lumivita.com/location/midtown,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Asiyaa Emerii Aesthetics,ChIJz3-7ttAD9YgRVXZKpv-gphI,https://asiyaaemeriiskin.glossgenius.com/,INCLUDED,bucket=A score=9
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Skin IQ,ChIJWb1lIYkF9YgRd-uSK3bnnv0,http://www.skiniqmedspa.com/,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Muse Atlanta Skin Health & Aesthetics,ChIJkxXCLtgF9YgRdQS0tI-qz_g,https://www.museatl.com/,INCLUDED,bucket=A score=9
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Skinship | Atlanta Skincare and Medical Aesthetics,ChIJkxRZf-0MMUMRruL9UB9K8yg,https://skinshipaesthetics.com/,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Inspire Wellness & Aesthetics,ChIJaXoYCosF9YgR0T2xeO011Vk,https://inspirewellnessaesthetics.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Natural Body Spa + Med Spa | Morningside,ChIJLR8l8YIG9YgR0Kv81DUZVLk,https://www.naturalbody.com/spa-locations/georgia-morningside,INCLUDED,bucket=B score=7
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Alé Aesthetics,ChIJNTwd_wsF9YgRCPN8LZWoYcE,https://www.aleaesthetics.com/,INCLUDED,bucket=A score=9
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,IVUSE,ChIJJys69EED9YgR779TJ8yf3Xs,http://www.ivuseiv.com/,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,beauty Bar Med Spa at Southern Surgical Arts,ChIJNU3YQowF9YgRWJQf-F48F44,https://www.southernsurgicalarts.com/atlanta/medspa/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=inman-park,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Glo'Up Body Spa,ChIJc0Evkt0F9YgRCmrt6XZZnXI,https://gloupbodyspa.zoca.com/?utm_source=googlemaps&utm_medium=googlemapsprofile&utm_campaign=googlemaps,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Truffles Aesthetics,ChIJq6raCaYF9YgRzYsAqNsjtt8,http://www.trufflesaesthetics.com/,INCLUDED,bucket=A score=9
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Luminaire Skin and Wellness,ChIJwYhbL6IF9YgR1eU8qb7I-bM,https://www.luminaireskin.com/,INCLUDED,bucket=B score=6
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,Regenerative MedSpa of Buckhead,ChIJ60GYmuIF9YgRBcg0S2_roes,https://www.regenmedspabuckhead.com/,INCLUDED,bucket=A score=9
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,SkinCeuticals SkinLab Atlanta,ChIJ7Si81tAF9YgRMeOaXqJRzfA,https://www.skinatl.com/,INCLUDED,bucket=A score=8
2026-04-29T06:15:27Z,apify_compass,medspa Atlanta,A Bless Beauty Medspa and Clinic,ChIJ0foLY9kF9YgRxqWcDuqUqCo,https://ablessbeauty.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,INCLUDED,bucket=A score=8
